Column1;ProductType;LoadFamily;LoadLevel;ShearFamily;ShearLevel;Height;TopCover;ProductLength;f__ck;MRdPos;MRdNeg;VRdPos;VRdNeg;VRdMax;NRd;HRd;TanALPHA;SpringStiff;LambdaEq;InsThickness;ProductFamily;AnchoLength;minLength;DoubleMoment;DoubleShear;Type;;;;;;;;;;;;;;;;;;
5072;TEBEA EH2-CC0-H230;E;EH2;0;0;230;0;250;30;0;0;0;0;#NEDOSTUPNÝ;0;34770.38819;0;0;0.090982312;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5073;TEBEA EH2-CC0-H240;E;EH2;0;0;240;0;250;30;0;0;0;0;#NEDOSTUPNÝ;0;34770.38819;0;0;0.088858049;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5074;TEBEA EH2-CC0-H250;E;EH2;0;0;250;0;250;30;0;0;0;0;#NEDOSTUPNÝ;0;34770.38819;0;0;0.086903727;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5075;TEBEA ES1-CC0-H160;E;ES1;0;0;160;0;250;30;0;0;0;0;#NEDOSTUPNÝ;33800;24146.10292;0;0;0.116340702;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5076;TEBEA ES1-CC0-H170;E;ES1;0;0;170;0;250;30;0;0;0;0;#NEDOSTUPNÝ;33800;24146.10292;0;0;0.111850072;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5077;TEBEA ES1-CC0-H180;E;ES1;0;0;180;0;250;30;0;0;0;0;#NEDOSTUPNÝ;33800;24146.10292;0;0;0.107858401;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5078;TEBEA ES1-CC0-H190;E;ES1;0;0;190;0;250;30;0;0;0;0;#NEDOSTUPNÝ;33800;24146.10292;0;0;0.104286907;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5079;TEBEA ES1-CC0-H200;E;ES1;0;0;200;0;250;30;0;0;0;0;#NEDOSTUPNÝ;33800;24146.10292;0;0;0.101072561;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5080;TEBEA ES1-CC0-H210;E;ES1;0;0;210;0;250;30;0;0;0;0;#NEDOSTUPNÝ;33800;24146.10292;0;0;0.098164344;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5081;TEBEA ES1-CC0-H220;E;ES1;0;0;220;0;250;30;0;0;0;0;#NEDOSTUPNÝ;33800;24146.10292;0;0;0.09552051;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5082;TEBEA ES1-CC0-H230;E;ES1;0;0;230;0;250;30;0;0;0;0;#NEDOSTUPNÝ;33800;24146.10292;0;0;0.093106575;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5083;TEBEA ES1-CC0-H240;E;ES1;0;0;240;0;250;30;0;0;0;0;#NEDOSTUPNÝ;33800;24146.10292;0;0;0.090893801;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5084;TEBEA ES1-CC0-H250;E;ES1;0;0;250;0;250;30;0;0;0;0;#NEDOSTUPNÝ;33800;24146.10292;0;0;0.088858049;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5085;TEBEA ES2-CC0-H160;E;ES2;0;0;160;0;250;30;0;0;0;0;#NEDOSTUPNÝ;33800;33800;0;0;0.138733974;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5086;TEBEA ES2-CC0-H170;E;ES2;0;0;170;0;250;30;0;0;0;0;#NEDOSTUPNÝ;33800;33800;0;0;0.132926093;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5087;TEBEA ES2-CC0-H180;E;ES2;0;0;180;0;250;30;0;0;0;0;#NEDOSTUPNÝ;33800;33800;0;0;0.127763532;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5088;TEBEA ES2-CC0-H190;E;ES2;0;0;190;0;250;30;0;0;0;0;#NEDOSTUPNÝ;33800;33800;0;0;0.123144399;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5089;TEBEA ES2-CC0-H200;E;ES2;0;0;200;0;250;30;0;0;0;0;#NEDOSTUPNÝ;33800;33800;0;0;0.118987179;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5090;TEBEA ES2-CC0-H210;E;ES2;0;0;210;0;250;30;0;0;0;0;#NEDOSTUPNÝ;33800;33800;0;0;0.115225885;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5091;TEBEA ES2-CC0-H220;E;ES2;0;0;220;0;250;30;0;0;0;0;#NEDOSTUPNÝ;33800;33800;0;0;0.111806527;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5092;TEBEA ES2-CC0-H230;E;ES2;0;0;230;0;250;30;0;0;0;0;#NEDOSTUPNÝ;33800;33800;0;0;0.108684504;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5093;TEBEA ES2-CC0-H240;E;ES2;0;0;240;0;250;30;0;0;0;0;#NEDOSTUPNÝ;33800;33800;0;0;0.105822649;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5094;TEBEA ES2-CC0-H250;E;ES2;0;0;250;0;250;30;0;0;0;0;#NEDOSTUPNÝ;33800;33800;0;0;0.103189743;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5095;TEBEA EA1-CC0-H160;E;EA1;0;0;160;0;250;30;0;0;0;0;#NEDOSTUPNÝ;18400;0;0;0;0.056286016;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5096;TEBEA EA1-CC0-H170;E;EA1;0;0;170;0;250;30;0;0;0;0;#NEDOSTUPNÝ;18400;0;0;0;0.055328015;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5097;TEBEA EA1-CC0-H180;E;EA1;0;0;180;0;250;30;0;0;0;0;#NEDOSTUPNÝ;18400;0;0;0;0.054476459;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5098;TEBEA EA1-CC0-H190;E;EA1;0;0;190;0;250;30;0;0;0;0;#NEDOSTUPNÝ;18400;0;0;0;0.05371454;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5099;TEBEA EA1-CC0-H200;E;EA1;0;0;200;0;250;30;0;0;0;0;#NEDOSTUPNÝ;18400;0;0;0;0.053028813;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5100;TEBEA EA1-CC0-H210;E;EA1;0;0;210;0;250;30;0;0;0;0;#NEDOSTUPNÝ;18400;0;0;0;0.052408393;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5101;TEBEA EA1-CC0-H220;E;EA1;0;0;220;0;250;30;0;0;0;0;#NEDOSTUPNÝ;18400;0;0;0;0.051844376;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5102;TEBEA EA1-CC0-H230;E;EA1;0;0;230;0;250;30;0;0;0;0;#NEDOSTUPNÝ;18400;0;0;0;0.051329403;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5103;TEBEA EA1-CC0-H240;E;EA1;0;0;240;0;250;30;0;0;0;0;#NEDOSTUPNÝ;18400;0;0;0;0.050857344;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5104;TEBEA EA1-CC0-H250;E;EA1;0;0;250;0;250;30;0;0;0;0;#NEDOSTUPNÝ;18400;0;0;0;0.05042305;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5105;TEBEA EA2-CC0-H160;E;EA2;0;0;160;0;250;30;0;0;0;0;#NEDOSTUPNÝ;33800;0;0;0;0.0654469;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5106;TEBEA EA2-CC0-H170;E;EA2;0;0;170;0;250;30;0;0;0;0;#NEDOSTUPNÝ;33800;0;0;0;0.063950024;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5107;TEBEA EA2-CC0-H180;E;EA2;0;0;180;0;250;30;0;0;0;0;#NEDOSTUPNÝ;33800;0;0;0;0.062619467;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5108;TEBEA EA2-CC0-H190;E;EA2;0;0;190;0;250;30;0;0;0;0;#NEDOSTUPNÝ;33800;0;0;0;0.061428969;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5109;TEBEA EA2-CC0-H200;E;EA2;0;0;200;0;250;30;0;0;0;0;#NEDOSTUPNÝ;33800;0;0;0;0.06035752;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5110;TEBEA EA2-CC0-H210;E;EA2;0;0;210;0;250;30;0;0;0;0;#NEDOSTUPNÝ;33800;0;0;0;0.059388115;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5111;TEBEA EA2-CC0-H220;E;EA2;0;0;220;0;250;30;0;0;0;0;#NEDOSTUPNÝ;33800;0;0;0;0.058506837;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5112;TEBEA EA2-CC0-H230;E;EA2;0;0;230;0;250;30;0;0;0;0;#NEDOSTUPNÝ;33800;0;0;0;0.057702192;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5113;TEBEA EA2-CC0-H240;E;EA2;0;0;240;0;250;30;0;0;0;0;#NEDOSTUPNÝ;33800;0;0;0;0.0569646;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5114;TEBEA EA2-CC0-H250;E;EA2;0;0;250;0;250;30;0;0;0;0;#NEDOSTUPNÝ;33800;0;0;0;0.056286016;120;TEBEA;;250;0;0;Horizontal El.;;;;;;;;;;;;;;;;;;
5115;TEBEA 0-CC0-H160;N;0;0;0;160;0;1000;30;0;0;0;0;0;0;0;0;0;0.04;120;TEBEA;;500;0;0;Spacer;;;;;;;;;;;;;;;;;;
5116;TEBEA 0-CC0-H170;N;0;0;0;170;0;1000;30;0;0;0;0;0;0;0;0;0;0.04;120;TEBEA;;500;0;0;Spacer;;;;;;;;;;;;;;;;;;
5117;TEBEA 0-CC0-H180;N;0;0;0;180;0;1000;30;0;0;0;0;0;0;0;0;0;0.04;120;TEBEA;;500;0;0;Spacer;;;;;;;;;;;;;;;;;;
5118;TEBEA 0-CC0-H190;N;0;0;0;190;0;1000;30;0;0;0;0;0;0;0;0;0;0.04;120;TEBEA;;500;0;0;Spacer;;;;;;;;;;;;;;;;;;
5119;TEBEA 0-CC0-H200;N;0;0;0;200;0;1000;30;0;0;0;0;0;0;0;0;0;0.04;120;TEBEA;;500;0;0;Spacer;;;;;;;;;;;;;;;;;;
5120;TEBEA 0-CC0-H210;N;0;0;0;210;0;1000;30;0;0;0;0;0;0;0;0;0;0.04;120;TEBEA;;500;0;0;Spacer;;;;;;;;;;;;;;;;;;
5121;TEBEA 0-CC0-H220;N;0;0;0;220;0;1000;30;0;0;0;0;0;0;0;0;0;0.04;120;TEBEA;;500;0;0;Spacer;;;;;;;;;;;;;;;;;;
5122;TEBEA 0-CC0-H230;N;0;0;0;230;0;1000;30;0;0;0;0;0;0;0;0;0;0.04;120;TEBEA;;500;0;0;Spacer;;;;;;;;;;;;;;;;;;
5123;TEBEA 0-CC0-H240;N;0;0;0;240;0;1000;30;0;0;0;0;0;0;0;0;0;0.04;120;TEBEA;;500;0;0;Spacer;;;;;;;;;;;;;;;;;;
5124;TEBEA 0-CC0-H250;N;0;0;0;250;0;1000;30;0;0;0;0;0;0;0;0;0;0.04;120;TEBEA;;500;0;0;Spacer;;;;;;;;;;;;;;;;;;
5125;TEBEA PV-S1-CC35-H160;PV;PV-S1;S;S1;160;35;1000;30;0;0;50141;0;217800;0;0;0;0;0.090742053;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5126;TEBEA PV-S1-CC35-H170;PV;PV-S1;S;S1;170;35;1000;30;0;0;50141;0;217800;0;0;0;0;0.087757226;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5127;TEBEA PV-S1-CC35-H180;PV;PV-S1;S;S1;180;35;1000;30;0;0;50141;0;253800;0;0;0;0;0.085104047;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5128;TEBEA PV-S1-CC35-H190;PV;PV-S1;S;S1;190;35;1000;30;0;0;50141;0;253800;0;0;0;0;0.08273015;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5129;TEBEA PV-S1-CC35-H200;PV;PV-S1;S;S1;200;35;1000;30;0;0;50141;0;289800;0;0;0;0;0.080593642;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5130;TEBEA PV-S1-CC35-H210;PV;PV-S1;S;S1;210;35;1000;30;0;0;50141;0;289800;0;0;0;0;0.078660612;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5131;TEBEA PV-S1-CC35-H220;PV;PV-S1;S;S1;220;35;1000;30;0;0;50141;0;289800;0;0;0;0;0.076903311;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5132;TEBEA PV-S1-CC35-H230;PV;PV-S1;S;S1;230;35;1000;30;0;0;50141;0;343800;0;0;0;0;0.07529882;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5133;TEBEA PV-S1-CC35-H240;PV;PV-S1;S;S1;240;35;1000;30;0;0;50141;0;343800;0;0;0;0;0.073828035;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5134;TEBEA PV-S1-CC35-H250;PV;PV-S1;S;S1;250;35;1000;30;0;0;50141;0;343800;0;0;0;0;0.072474914;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5135;TEBEA PV-S2-CC35-H160;PV;PV-S2;S;S2;160;35;1000;30;0;0;75212;0;217800;0;0;0;0;0.098885061;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5136;TEBEA PV-S2-CC35-H170;PV;PV-S2;S;S2;170;35;1000;30;0;0;75212;0;217800;0;0;0;0;0.095421234;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5137;TEBEA PV-S2-CC35-H180;PV;PV-S2;S;S2;180;35;1000;30;0;0;75212;0;253800;0;0;0;0;0.092342277;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5138;TEBEA PV-S2-CC35-H190;PV;PV-S2;S;S2;190;35;1000;30;0;0;75212;0;253800;0;0;0;0;0.08958742;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5139;TEBEA PV-S2-CC35-H200;PV;PV-S2;S;S2;200;35;1000;30;0;0;75212;0;289800;0;0;0;0;0.087108049;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5140;TEBEA PV-S2-CC35-H210;PV;PV-S2;S;S2;210;35;1000;30;0;0;75212;0;289800;0;0;0;0;0.084864809;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5141;TEBEA PV-S2-CC35-H220;PV;PV-S2;S;S2;220;35;1000;30;0;0;75212;0;289800;0;0;0;0;0.082825499;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5142;TEBEA PV-S2-CC35-H230;PV;PV-S2;S;S2;230;35;1000;30;0;0;75212;0;343800;0;0;0;0;0.080963521;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5143;TEBEA PV-S2-CC35-H240;PV;PV-S2;S;S2;240;35;1000;30;0;0;75212;0;343800;0;0;0;0;0.079256707;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5144;TEBEA PV-S2-CC35-H250;PV;PV-S2;S;S2;250;35;1000;30;0;0;75212;0;343800;0;0;0;0;0.077686439;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5145;TEBEA PV-S3-CC35-H160;PV;PV-S3;S;S3;160;35;1000;30;0;0;100282;0;217800;0;0;0;0;0.107028069;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5146;TEBEA PV-S3-CC35-H170;PV;PV-S3;S;S3;170;35;1000;30;0;0;100282;0;217800;0;0;0;0;0.103085242;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5147;TEBEA PV-S3-CC35-H180;PV;PV-S3;S;S3;180;35;1000;30;0;0;100282;0;253800;0;0;0;0;0.099580506;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5148;TEBEA PV-S3-CC35-H190;PV;PV-S3;S;S3;190;35;1000;30;0;0;100282;0;253800;0;0;0;0;0.09644469;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5149;TEBEA PV-S3-CC35-H200;PV;PV-S3;S;S3;200;35;1000;30;0;0;100282;0;289800;0;0;0;0;0.093622455;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5150;TEBEA PV-S3-CC35-H210;PV;PV-S3;S;S3;210;35;1000;30;0;0;100282;0;289800;0;0;0;0;0.091069005;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5151;TEBEA PV-S3-CC35-H220;PV;PV-S3;S;S3;220;35;1000;30;0;0;100282;0;289800;0;0;0;0;0.088747687;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5152;TEBEA PV-S3-CC35-H230;PV;PV-S3;S;S3;230;35;1000;30;0;0;100282;0;343800;0;0;0;0;0.086628222;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5153;TEBEA PV-S3-CC35-H240;PV;PV-S3;S;S3;240;35;1000;30;0;0;100282;0;343800;0;0;0;0;0.08468538;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5154;TEBEA PV-S3-CC35-H250;PV;PV-S3;S;S3;250;35;1000;30;0;0;100282;0;343800;0;0;0;0;0.082897964;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5155;TEBEA PV-S4-CC35-H160;PV;PV-S4;S;S4;160;35;1000;30;0;0;122956;0;217800;0;0;0;0;0.115171078;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5156;TEBEA PV-S4-CC35-H170;PV;PV-S4;S;S4;170;35;1000;30;0;0;122956;0;217800;0;0;0;0;0.11074925;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5157;TEBEA PV-S4-CC35-H180;PV;PV-S4;S;S4;180;35;1000;30;0;0;122956;0;253800;0;0;0;0;0.106818736;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5158;TEBEA PV-S4-CC35-H190;PV;PV-S4;S;S4;190;35;1000;30;0;0;122956;0;253800;0;0;0;0;0.10330196;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5159;TEBEA PV-S4-CC35-H200;PV;PV-S4;S;S4;200;35;1000;30;0;0;122956;0;289800;0;0;0;0;0.100136862;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5160;TEBEA PV-S4-CC35-H210;PV;PV-S4;S;S4;210;35;1000;30;0;0;122956;0;289800;0;0;0;0;0.097273202;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5161;TEBEA PV-S4-CC35-H220;PV;PV-S4;S;S4;220;35;1000;30;0;0;122956;0;289800;0;0;0;0;0.094669875;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5162;TEBEA PV-S4-CC35-H230;PV;PV-S4;S;S4;230;35;1000;30;0;0;122956;0;343800;0;0;0;0;0.092292924;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5163;TEBEA PV-S4-CC35-H240;PV;PV-S4;S;S4;240;35;1000;30;0;0;122956;0;343800;0;0;0;0;0.090114052;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5164;TEBEA PV-S4-CC35-H250;PV;PV-S4;S;S4;250;35;1000;30;0;0;122956;0;343800;0;0;0;0;0.08810949;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5165;TEBEA PV-S5-CC35-H160;PV;PV-S5;S;S5;160;35;1000;30;0;0;150423;0;217800;0;0;0;0;0.13247497;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5166;TEBEA PV-S5-CC35-H170;PV;PV-S5;S;S5;170;35;1000;30;0;0;150423;0;217800;0;0;0;0;0.127035266;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5167;TEBEA PV-S5-CC35-H180;PV;PV-S5;S;S5;180;35;1000;30;0;0;150423;0;253800;0;0;0;0;0.122199973;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5168;TEBEA PV-S5-CC35-H190;PV;PV-S5;S;S5;190;35;1000;30;0;0;150423;0;253800;0;0;0;0;0.117873659;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5169;TEBEA PV-S5-CC35-H200;PV;PV-S5;S;S5;200;35;1000;30;0;0;150423;0;289800;0;0;0;0;0.113979976;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5170;TEBEA PV-S5-CC35-H210;PV;PV-S5;S;S5;210;35;1000;30;0;0;150423;0;289800;0;0;0;0;0.11045712;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5171;TEBEA PV-S5-CC35-H220;PV;PV-S5;S;S5;220;35;1000;30;0;0;150423;0;289800;0;0;0;0;0.107254524;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5172;TEBEA PV-S5-CC35-H230;PV;PV-S5;S;S5;230;35;1000;30;0;0;150423;0;343800;0;0;0;0;0.104330414;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5173;TEBEA PV-S5-CC35-H240;PV;PV-S5;S;S5;240;35;1000;30;0;0;150423;0;343800;0;0;0;0;0.10164998;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5174;TEBEA PV-S5-CC35-H250;PV;PV-S5;S;S5;250;35;1000;30;0;0;150423;0;343800;0;0;0;0;0.099183981;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5175;TEBEA PV-S6-CC35-H180;PV;PV-S6;S;S6;180;35;1000;30;0;0;184435;0;252000;0;0;0;0;0.143462272;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5176;TEBEA PV-S6-CC35-H190;PV;PV-S6;S;S6;190;35;1000;30;0;0;184435;0;252000;0;0;0;0;0.13801689;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5177;TEBEA PV-S6-CC35-H200;PV;PV-S6;S;S6;200;35;1000;30;0;0;184435;0;288000;0;0;0;0;0.133116045;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5178;TEBEA PV-S6-CC35-H210;PV;PV-S6;S;S6;210;35;1000;30;0;0;184435;0;288000;0;0;0;0;0.128681948;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5179;TEBEA PV-S6-CC35-H220;PV;PV-S6;S;S6;220;35;1000;30;0;0;184435;0;288000;0;0;0;0;0.12465095;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5180;TEBEA PV-S6-CC35-H230;PV;PV-S6;S;S6;230;35;1000;30;0;0;184435;0;342000;0;0;0;0;0.120970474;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5181;TEBEA PV-S6-CC35-H240;PV;PV-S6;S;S6;240;35;1000;30;0;0;184435;0;342000;0;0;0;0;0.117596704;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5182;TEBEA PV-S6-CC35-H250;PV;PV-S6;S;S6;250;35;1000;30;0;0;184435;0;342000;0;0;0;0;0.114492836;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5183;TEBEA PV-S7-CC35-H180;PV;PV-S7;S;S7;180;35;1000;30;0;0;0;0;252000;0;0;0;0;0.162915014;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5184;TEBEA PV-S7-CC35-H190;PV;PV-S7;S;S7;190;35;1000;30;0;0;0;0;252000;0;0;0;0;0.156445803;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5185;TEBEA PV-S7-CC35-H200;PV;PV-S7;S;S7;200;35;1000;30;0;0;215174;0;288000;0;0;0;0;0.150623513;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5186;TEBEA PV-S7-CC35-H210;PV;PV-S7;S;S7;210;35;1000;30;0;0;215174;0;288000;0;0;0;0;0.145355726;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5187;TEBEA PV-S7-CC35-H220;PV;PV-S7;S;S7;220;35;1000;30;0;0;215174;0;288000;0;0;0;0;0.14056683;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5188;TEBEA PV-S7-CC35-H230;PV;PV-S7;S;S7;230;35;1000;30;0;0;215174;0;342000;0;0;0;0;0.136194359;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5189;TEBEA PV-S7-CC35-H240;PV;PV-S7;S;S7;240;35;1000;30;0;0;215174;0;342000;0;0;0;0;0.132186261;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5190;TEBEA PV-S7-CC35-H250;PV;PV-S7;S;S7;250;35;1000;30;0;0;215174;0;342000;0;0;0;0;0.12849881;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
5191;TEBEA PV-S8-CC35-H220;PV;PV-S8;S;S8;220;35;1000;30;0;0;235036;0;288000;0;0;0;0;0.147229291;120;TEBEA;;500;0;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
