Column1;ProductType;LoadFamily;LoadLevel;ShearFamily;ShearLevel;Height;TopCover;ProductLength;f__ck;MRdPos;MRdNeg;VRdPos;VRdNeg;VRdMax;NRd;HRd;TanALPHA;SpringStiff;LambdaEq;InsThickness;ProductFamily;AnchoLength;minLength;DoubleMoment;DoubleShear;Type;;;;;;;;;;;;;;;;;;
1078;TEBEA RM2-VV1-CC55-H210;RM;RM2;VV;VV1;210;55;500;20;50340570.92;-71604267.9;65288;-65288;168000;0;0;1.427971682;5014;0.272065568;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1079;TEBEA RM2-VV1-CC55-H220;RM;RM2;VV;VV1;220;55;500;20;55170571.26;-78456455.38;65288;-65288;192000;0;0;1.305567084;6009;0.261517133;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1080;TEBEA RM2-VV1-CC55-H230;RM;RM2;VV;VV1;230;55;500;20;60021080.54;-85333253.54;65288;-65288;192000;0;0;1.202639674;7095;0.251885953;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1081;TEBEA RM2-VV1-CC55-H240;RM;RM2;VV;VV1;240;55;500;20;64893858.26;-92236773.88;65288;-65288;192000;0;0;1.114894247;8273;0.243057372;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1082;TEBEA RM2-VV1-CC55-H250;RM;RM2;VV;VV1;250;55;500;20;69790722.1;-99085333.32;65288;-65288;228000;0;0;1.038326124;9543;0.234935077;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1083;TEBEA RM2-VV2-CC55-H180;RM;RM2;VV;VV2;180;55;500;20;35956896.84;-51175297.82;97932;-97932;144000;0;0;1.98891013;2573;0.33336263;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1084;TEBEA RM2-VV2-CC55-H190;RM;RM2;VV;VV2;190;55;500;20;40735348.34;-57965626.7;97932;-97932;144000;0;0;1.758382095;3297;0.317922491;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1085;TEBEA RM2-VV2-CC55-H200;RM;RM2;VV;VV2;200;55;500;20;45529377.82;-64774649.12;97932;-97932;168000;0;0;1.575938338;4110;0.304026367;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1086;TEBEA RM2-VV2-CC55-H210;RM;RM2;VV;VV2;210;55;500;20;50340570.92;-71604267.9;97932;-97932;168000;0;0;1.427971682;5014;0.291453683;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1087;TEBEA RM2-VV2-CC55-H220;RM;RM2;VV;VV2;220;55;500;20;55170571.26;-78456455.38;97932;-97932;192000;0;0;1.305567084;6009;0.28002397;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1088;TEBEA RM2-VV2-CC55-H230;RM;RM2;VV;VV2;230;55;500;20;60021080.54;-85333253.54;97932;-97932;192000;0;0;1.202639674;7095;0.269588145;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1089;TEBEA RM2-VV2-CC55-H240;RM;RM2;VV;VV2;240;55;500;20;64893858.26;-92236773.88;97932;-97932;192000;0;0;1.114894247;8273;0.260021972;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1090;TEBEA RM2-VV2-CC55-H250;RM;RM2;VV;VV2;250;55;500;20;69790722.1;-99085333.32;97932;-97932;228000;0;0;1.038326124;9543;0.251221093;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1091;TEBEA RM2-VV3-CC55-H180;RM;RM2;VV;VV3;180;55;500;20;35956896.84;-51175297.82;141022;-141022;142800;0;0;1.98891013;2573;0.363220326;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1092;TEBEA RM2-VV3-CC55-H190;RM;RM2;VV;VV3;190;55;500;20;40735348.34;-57965626.7;141022;-141022;142800;0;0;1.758382095;3297;0.34620873;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1093;TEBEA RM2-VV3-CC55-H200;RM;RM2;VV;VV3;200;55;500;20;45529377.82;-64774649.12;141022;-141022;142800;0;0;1.575938338;4110;0.330898294;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1094;TEBEA RM2-VV3-CC55-H210;RM;RM2;VV;VV3;210;55;500;20;50340570.92;-71604267.9;141022;-141022;178800;0;0;1.427971682;5014;0.317045994;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1095;TEBEA RM2-VV3-CC55-H220;RM;RM2;VV;VV3;220;55;500;20;55170571.26;-78456455.38;141022;-141022;178800;0;0;1.305567084;6009;0.304452994;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1096;TEBEA RM2-VV3-CC55-H230;RM;RM2;VV;VV3;230;55;500;20;60021080.54;-85333253.54;141022;-141022;178800;0;0;1.202639674;7095;0.292955038;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1097;TEBEA RM2-VV3-CC55-H240;RM;RM2;VV;VV3;240;55;500;20;64893858.26;-92236773.88;141022;-141022;214800;0;0;1.114894247;8273;0.282415245;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1098;TEBEA RM2-VV3-CC55-H250;RM;RM2;VV;VV3;250;55;500;20;69790722.1;-99085333.32;141022;-141022;214800;0;0;1.038326124;9543;0.272718635;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1099;TEBEA RM3-V1-CC55-H180;RM;RM3;V;V1;180;55;500;20;0;-58868136.46;104460;0;145200;0;0;2.074370776;2838;0.342862806;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1100;TEBEA RM3-V1-CC55-H190;RM;RM3;V;V1;190;55;500;20;0;-66773298.66;104460;0;145200;0;0;1.831013679;3647;0.326922658;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1101;TEBEA RM3-V1-CC55-H200;RM;RM3;V;V1;200;55;500;20;0;-74697097.1;104460;0;169200;0;0;1.638942985;4558;0.312576525;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1102;TEBEA RM3-V1-CC55-H210;RM;RM3;V;V1;210;55;500;20;0;-82641432.9;104460;0;169200;0;0;1.483506906;5571;0.299596691;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1103;TEBEA RM3-V1-CC55-H220;RM;RM3;V;V1;220;55;500;20;0;-90608276.64;104460;0;193200;0;0;1.355149919;6686;0.287796841;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1104;TEBEA RM3-V1-CC55-H230;RM;RM3;V;V1;230;55;500;20;0;-98599668.54;104460;0;193200;0;0;1.247374275;7905;0.277023065;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1105;TEBEA RM3-V1-CC55-H240;RM;RM3;V;V1;240;55;500;20;0;-106617718.4;104460;0;193200;0;0;1.155607481;9226;0.267147104;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1106;TEBEA RM3-V1-CC55-H250;RM;RM3;V;V1;250;55;500;20;0;-114664605.6;104460;0;229200;0;0;1.076538425;10651;0.25806122;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1107;TEBEA RM3-V2-CC55-H180;RM;RM3;V;V2;180;55;500;20;0;-58868136.46;125353;0;145200;0;0;2.074370776;2838;0.350101035;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1108;TEBEA RM3-V2-CC55-H190;RM;RM3;V;V2;190;55;500;20;0;-66773298.66;125353;0;145200;0;0;1.831013679;3647;0.333779928;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1109;TEBEA RM3-V2-CC55-H200;RM;RM3;V;V2;200;55;500;20;0;-74697097.1;125353;0;169200;0;0;1.638942985;4558;0.319090932;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1110;TEBEA RM3-V2-CC55-H210;RM;RM3;V;V2;210;55;500;20;0;-82641432.9;125353;0;169200;0;0;1.483506906;5571;0.305800887;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1111;TEBEA RM3-V2-CC55-H220;RM;RM3;V;V2;220;55;500;20;0;-90608276.64;125353;0;193200;0;0;1.355149919;6686;0.293719029;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1112;TEBEA RM3-V2-CC55-H230;RM;RM3;V;V2;230;55;500;20;0;-98599668.54;125353;0;193200;0;0;1.247374275;7905;0.282687767;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1113;TEBEA RM3-V2-CC55-H240;RM;RM3;V;V2;240;55;500;20;0;-106617718.4;125353;0;193200;0;0;1.155607481;9226;0.272575776;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1114;TEBEA RM3-V2-CC55-H250;RM;RM3;V;V2;250;55;500;20;0;-114664605.6;125353;0;229200;0;0;1.076538425;10651;0.263272745;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1115;TEBEA RM3-V3-CC55-H180;RM;RM3;V;V3;180;55;500;20;0;-58868136.46;0;0;144000;0;0;2.074370776;2838;0.37453006;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1116;TEBEA RM3-V3-CC55-H190;RM;RM3;V;V3;190;55;500;20;0;-66773298.66;0;0;144000;0;0;1.831013679;3647;0.356923215;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1117;TEBEA RM3-V3-CC55-H200;RM;RM3;V;V3;200;55;500;20;0;-74697097.1;0;0;168000;0;0;1.638942985;4558;0.341077054;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1118;TEBEA RM3-V3-CC55-H210;RM;RM3;V;V3;210;55;500;20;0;-82641432.9;0;0;168000;0;0;1.483506906;5571;0.326740051;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1119;TEBEA RM3-V3-CC55-H220;RM;RM3;V;V3;220;55;500;20;0;-90608276.64;195863;0;192000;0;0;1.355149919;6686;0.313706413;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1120;TEBEA RM3-V3-CC55-H230;RM;RM3;V;V3;230;55;500;20;0;-98599668.54;195863;0;192000;0;0;1.247374275;7905;0.301806134;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1121;TEBEA RM3-V3-CC55-H240;RM;RM3;V;V3;240;55;500;20;0;-106617718.4;195863;0;192000;0;0;1.155607481;9226;0.290897545;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1122;TEBEA RM3-V3-CC55-H250;RM;RM3;V;V3;250;55;500;20;0;-114664605.6;195863;0;228000;0;0;1.076538425;10651;0.280861643;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1123;TEBEA RM3-VV1-CC55-H180;RM;RM3;VV;VV1;180;55;500;20;41817230.56;-58868136.46;65288;-65288;144000;0;0;2.074370776;2838;0.351910593;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1124;TEBEA RM3-VV1-CC55-H190;RM;RM3;VV;VV1;190;55;500;20;47439592.42;-66773298.66;65288;-65288;144000;0;0;1.831013679;3647;0.335494246;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1125;TEBEA RM3-VV1-CC55-H200;RM;RM3;VV;VV1;200;55;500;20;53077484.48;-74697097.1;65288;-65288;168000;0;0;1.638942985;4558;0.320719533;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1126;TEBEA RM3-VV1-CC55-H210;RM;RM3;VV;VV1;210;55;500;20;58732490.98;-82641432.9;65288;-65288;168000;0;0;1.483506906;5571;0.307351937;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1127;TEBEA RM3-VV1-CC55-H220;RM;RM3;VV;VV1;220;55;500;20;64406254.14;-90608276.64;65288;-65288;192000;0;0;1.355149919;6686;0.295199576;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1128;TEBEA RM3-VV1-CC55-H230;RM;RM3;VV;VV1;230;55;500;20;70100474.06;-98599668.54;65288;-65288;192000;0;0;1.247374275;7905;0.284103942;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1129;TEBEA RM3-VV1-CC55-H240;RM;RM3;VV;VV1;240;55;500;20;75816908.98;-106617718.4;65288;-65288;192000;0;0;1.155607481;9226;0.273932944;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1130;TEBEA RM3-VV1-CC55-H250;RM;RM3;VV;VV1;250;55;500;20;81557375.02;-114664605.6;65288;-65288;228000;0;0;1.076538425;10651;0.264575627;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1131;TEBEA RM3-VV2-CC55-H180;RM;RM3;VV;VV2;180;55;500;20;41817230.56;-58868136.46;97932;-97932;144000;0;0;2.074370776;2838;0.37453006;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1132;TEBEA RM3-VV2-CC55-H190;RM;RM3;VV;VV2;190;55;500;20;47439592.42;-66773298.66;97932;-97932;144000;0;0;1.831013679;3647;0.356923215;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1133;TEBEA RM3-VV2-CC55-H200;RM;RM3;VV;VV2;200;55;500;20;53077484.48;-74697097.1;97932;-97932;168000;0;0;1.638942985;4558;0.341077054;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1134;TEBEA RM3-VV2-CC55-H210;RM;RM3;VV;VV2;210;55;500;20;58732490.98;-82641432.9;97932;-97932;168000;0;0;1.483506906;5571;0.326740051;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1135;TEBEA RM3-VV2-CC55-H220;RM;RM3;VV;VV2;220;55;500;20;64406254.14;-90608276.64;97932;-97932;192000;0;0;1.355149919;6686;0.313706413;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1136;TEBEA RM3-VV2-CC55-H230;RM;RM3;VV;VV2;230;55;500;20;70100474.06;-98599668.54;97932;-97932;192000;0;0;1.247374275;7905;0.301806134;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1137;TEBEA RM3-VV2-CC55-H240;RM;RM3;VV;VV2;240;55;500;20;75816908.98;-106617718.4;97932;-97932;192000;0;0;1.155607481;9226;0.290897545;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1138;TEBEA RM3-VV2-CC55-H250;RM;RM3;VV;VV2;250;55;500;20;81557375.02;-114664605.6;97932;-97932;228000;0;0;1.076538425;10651;0.280861643;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1139;TEBEA RM3-VV3-CC55-H180;RM;RM3;VV;VV3;180;55;500;20;41817230.56;-58868136.46;141022;-141022;142800;0;0;2.074370776;2838;0.404387756;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1140;TEBEA RM3-VV3-CC55-H190;RM;RM3;VV;VV3;190;55;500;20;47439592.42;-66773298.66;141022;-141022;142800;0;0;1.831013679;3647;0.385209453;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1141;TEBEA RM3-VV3-CC55-H200;RM;RM3;VV;VV3;200;55;500;20;53077484.48;-74697097.1;141022;-141022;142800;0;0;1.638942985;4558;0.367948981;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1142;TEBEA RM3-VV3-CC55-H210;RM;RM3;VV;VV3;210;55;500;20;58732490.98;-82641432.9;141022;-141022;178800;0;0;1.483506906;5571;0.352332363;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1143;TEBEA RM3-VV3-CC55-H220;RM;RM3;VV;VV3;220;55;500;20;64406254.14;-90608276.64;141022;-141022;178800;0;0;1.355149919;6686;0.338135437;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1144;TEBEA RM3-VV3-CC55-H230;RM;RM3;VV;VV3;230;55;500;20;70100474.06;-98599668.54;141022;-141022;178800;0;0;1.247374275;7905;0.325173027;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1145;TEBEA RM3-VV3-CC55-H240;RM;RM3;VV;VV3;240;55;500;20;75816908.98;-106617718.4;141022;-141022;214800;0;0;1.155607481;9226;0.313290817;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1146;TEBEA RM3-VV3-CC55-H250;RM;RM3;VV;VV3;250;55;500;20;81557375.02;-114664605.6;141022;-141022;214800;0;0;1.076538425;10651;0.302359185;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1147;TEBEA RM4-V1-CC55-H180;RM;RM4;V;V1;180;55;500;20;0;-67234334.28;104460;0;145200;0;0;2.073771757;3242;0.3813159;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1148;TEBEA RM4-V1-CC55-H190;RM;RM4;V;V1;190;55;500;20;0;-76254989.54;104460;0;145200;0;0;1.830399319;4166;0.363351905;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1149;TEBEA RM4-V1-CC55-H200;RM;RM4;V;V1;200;55;500;20;0;-85294281.02;104460;0;169200;0;0;1.638309845;5206;0.34718431;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1150;TEBEA RM4-V1-CC55-H210;RM;RM4;V;V1;210;55;500;20;0;-94354109.86;104460;0;169200;0;0;1.482852349;6363;0.332556486;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1151;TEBEA RM4-V1-CC55-H220;RM;RM4;V;V1;220;55;500;20;0;-103436446.6;104460;0;193200;0;0;1.354471828;7637;0.319258464;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1152;TEBEA RM4-V1-CC55-H230;RM;RM4;V;V1;230;55;500;20;0;-112543331.6;104460;0;193200;0;0;1.246670889;9028;0.307116791;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1153;TEBEA RM4-V1-CC55-H240;RM;RM4;V;V1;240;55;500;20;0;-121676874.5;104460;0;193200;0;0;1.154877286;10536;0.295986925;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1154;TEBEA RM4-V1-CC55-H250;RM;RM4;V;V1;250;55;500;20;0;-130839254.7;104460;0;229200;0;0;1.075780085;12162;0.285747448;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1155;TEBEA RM4-V2-CC55-H180;RM;RM4;V;V2;180;55;500;20;0;-67234334.28;125353;0;145200;0;0;2.073771757;3242;0.388554129;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1156;TEBEA RM4-V2-CC55-H190;RM;RM4;V;V2;190;55;500;20;0;-76254989.54;125353;0;145200;0;0;1.830399319;4166;0.370209175;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1157;TEBEA RM4-V2-CC55-H200;RM;RM4;V;V2;200;55;500;20;0;-85294281.02;125353;0;169200;0;0;1.638309845;5206;0.353698716;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1158;TEBEA RM4-V2-CC55-H210;RM;RM4;V;V2;210;55;500;20;0;-94354109.86;125353;0;169200;0;0;1.482852349;6363;0.338760682;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1159;TEBEA RM4-V2-CC55-H220;RM;RM4;V;V2;220;55;500;20;0;-103436446.6;125353;0;193200;0;0;1.354471828;7637;0.325180651;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1160;TEBEA RM4-V2-CC55-H230;RM;RM4;V;V2;230;55;500;20;0;-112543331.6;125353;0;193200;0;0;1.246670889;9028;0.312781493;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1161;TEBEA RM4-V2-CC55-H240;RM;RM4;V;V2;240;55;500;20;0;-121676874.5;125353;0;193200;0;0;1.154877286;10536;0.301415597;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1162;TEBEA RM4-V2-CC55-H250;RM;RM4;V;V2;250;55;500;20;0;-130839254.7;125353;0;229200;0;0;1.075780085;12162;0.290958973;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1163;TEBEA RM4-V3-CC55-H180;RM;RM4;V;V3;180;55;500;20;0;-67234334.28;0;0;144000;0;0;2.073771757;3242;0.412983154;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1164;TEBEA RM4-V3-CC55-H190;RM;RM4;V;V3;190;55;500;20;0;-76254989.54;0;0;144000;0;0;1.830399319;4166;0.393352462;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1165;TEBEA RM4-V3-CC55-H200;RM;RM4;V;V3;200;55;500;20;0;-85294281.02;0;0;168000;0;0;1.638309845;5206;0.375684839;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1166;TEBEA RM4-V3-CC55-H210;RM;RM4;V;V3;210;55;500;20;0;-94354109.86;0;0;168000;0;0;1.482852349;6363;0.359699846;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1167;TEBEA RM4-V3-CC55-H220;RM;RM4;V;V3;220;55;500;20;0;-103436446.6;195863;0;192000;0;0;1.354471828;7637;0.345168035;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1168;TEBEA RM4-V3-CC55-H230;RM;RM4;V;V3;230;55;500;20;0;-112543331.6;195863;0;192000;0;0;1.246670889;9028;0.33189986;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1169;TEBEA RM4-V3-CC55-H240;RM;RM4;V;V3;240;55;500;20;0;-121676874.5;195863;0;192000;0;0;1.154877286;10536;0.319737366;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1170;TEBEA RM4-V3-CC55-H250;RM;RM4;V;V3;250;55;500;20;0;-130839254.7;195863;0;228000;0;0;1.075780085;12162;0.308547871;120;TEBEA;;500;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1171;TEBEA RM4-VV1-CC55-H180;RM;RM4;VV;VV1;180;55;500;20;47754840.66;-67234334.28;65288;-65288;144000;0;0;2.073771757;3242;0.390363687;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1172;TEBEA RM4-VV1-CC55-H190;RM;RM4;VV;VV1;190;55;500;20;54168883.88;-76254989.54;65288;-65288;144000;0;0;1.830399319;4166;0.371923493;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1173;TEBEA RM4-VV1-CC55-H200;RM;RM4;VV;VV1;200;55;500;20;60598457.28;-85294281.02;65288;-65288;168000;0;0;1.638309845;5206;0.355327318;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1174;TEBEA RM4-VV1-CC55-H210;RM;RM4;VV;VV1;210;55;500;20;67045145.14;-94354109.86;65288;-65288;168000;0;0;1.482852349;6363;0.340311732;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1175;TEBEA RM4-VV1-CC55-H220;RM;RM4;VV;VV1;220;55;500;20;73510589.64;-103436446.6;65288;-65288;192000;0;0;1.354471828;7637;0.326661198;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1176;TEBEA RM4-VV1-CC55-H230;RM;RM4;VV;VV1;230;55;500;20;79996490.94;-112543331.6;65288;-65288;192000;0;0;1.246670889;9028;0.314197668;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1177;TEBEA RM4-VV1-CC55-H240;RM;RM4;VV;VV1;240;55;500;20;86504607.18;-121676874.5;65288;-65288;192000;0;0;1.154877286;10536;0.302772765;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1178;TEBEA RM4-VV1-CC55-H250;RM;RM4;VV;VV1;250;55;500;20;93036754.56;-130839254.7;65288;-65288;228000;0;0;1.075780085;12162;0.292261855;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1179;TEBEA RM4-VV2-CC55-H180;RM;RM4;VV;VV2;180;55;500;20;47754840.66;-67234334.28;97932;-97932;144000;0;0;2.073771757;3242;0.412983154;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1180;TEBEA RM4-VV2-CC55-H190;RM;RM4;VV;VV2;190;55;500;20;54168883.88;-76254989.54;97932;-97932;144000;0;0;1.830399319;4166;0.393352462;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
1181;TEBEA RM4-VV2-CC55-H200;RM;RM4;VV;VV2;200;55;500;20;60598457.28;-85294281.02;97932;-97932;168000;0;0;1.638309845;5206;0.375684839;120;TEBEA;;500;TRUE;TRUE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
